Title,Rating,Level,Language,Price,URL,Image,Description,Platform,Certificate,Duration,Learning_Type,Enrolled,Reviews,Last_Updated,Category,Instructors
Palliative Care Always Specialization,4.5,Beginner level,Taught in English,,https://www.coursera.org/specializations/palliative-care-always,,"What you'll learnThe scope and role of palliative care as part of a patient and family's care planComponents of a treatment plan for physical, psychosocial, and spiritual care, including screening, assessment and management of patient needs     Effective communication skills for responding to emotion, delivering difficult news, and discussing goals of careIssues around transitions in care (e.g. survivorship or hospice transition)",coursera,,1 months at 10 hours a week,Course,"3,410",(89 reviews),None,Health,Jan DeNofrio
"Aspectos básicos: Datos, datos, en todas partes",4.8,Beginner level,Taught in Spanish,,https://www.coursera.org/learn/aspectos-basicos-datos-datos-en-todas-partes,,"What you'll learnDefinir y explicar los conceptos clave involucrados en el análisis de datos, incluidos datos, análisis de datos y ecosistema de datos.Llevar a cabo una autoevaluación del pensamiento analítico con ejemplos específicos de su aplicación.Analizar el papel de las hojas de cálculo, los lenguajes de consulta y las herramientas de visualización de datos en el análisis de datos.Describir el papel de un analista de datos con referencia específica a empleos o puestos de trabajo.",coursera,Assessments,19 hours (approximately),Course,"106,537","(5,709 reviews)",None,Data Science,Google Career Certificates
Emotional Intelligence: Cultivating Immensely Human Interactions,,,Taught in English,,https://www.coursera.org/learn/emotional-intelligence-cultivating-immensely-human-interactions,,What you'll learnExplore the possibility of being simultaneously more emotionally attuned and professional at work.Model how to deal with difficult or critical conversations and how to hold more productive conversations.Recognize and understand how information is conveyed in a non-verbal manner.,coursera,Assessments,,Course,"48,178",,None,Business,Jeffrey Sanchez-Burks
Microsoft Azure Developer Associate (AZ-204) Professional Certificate,4.6,Intermediate level,Taught in English,,https://www.coursera.org/professional-certificates/azure-developer-associate,,Skills you'll gainDevelop Azure compute solutionsMonitor and troubleshoot Azure solutionsDevelop for Azure storageConnect to and consume Azure services and third-party servicesImplement Azure securityView all skills,coursera,Industry certification,2 months at 10 hours a week,Course,"11,538",(125 reviews),None,Data Science,Microsoft
Natural Language Processing with Probabilistic Models,4.7,Intermediate level,Taught in English,,https://www.coursera.org/learn/probabilistic-models-in-nlp,,"What you'll learnUse dynamic programming, hidden Markov models, and word embeddings to implement autocorrect, autocomplete & identify part-of-speech tags for words.",coursera,Assessments,30 hours (approximately),Course,"72,913","(1,644 reviews)",None,Data Science,Younes Bensouda Mourri
AI Applications in People Management,4.7,9 hours (approximately),Taught in English,,https://www.coursera.org/learn/wharton-ai-applications-people-management,,Details to knowShareable certificateAdd to your LinkedIn profileAssessments4 quizzes,coursera,Assessments,Flexible schedule,Course,"7,392",(108 reviews),None,Data Science,Prasanna Tambe
Learn English: Beginning Grammar Specialization,4.9,Beginner level,Taught in English,,https://www.coursera.org/specializations/learn-english-beginning-grammar,,Details to knowShareable certificateAdd to your LinkedIn profile,coursera,,1 months at 10 hours a week,Course,"54,111","(2,585 reviews)",None,Language Learning,Rachel Fernandez
Entrepreneurial Finance: Strategy and Innovation Specialization,4.5,Intermediate level,Taught in English,,https://www.coursera.org/specializations/entrepreneurial-finance,,What you'll learnValuate entrepreneurial ventures using ExcelBuild capitalization tables in Excel and explore different financing strategies for your startup company Identify opportunities to use blockchain to disrupt and innovate business modelsUse R programming to calculate the return of a stock portfolio,coursera,,4 months at 2 hours a week,Course,"27,323",(902 reviews),None,Business,Manuel Adelino
"AI, Business & the Future of Work",,,Taught in English,,https://www.coursera.org/learn/ai-business-future-of-work,,What you'll learnHow AI can give you better information upon which to make better decisions.How AI can help you automate processes and become more efficient.How AI will impact your industry so that you can avoid the pitfalls and seize the benefits.,coursera,Assessments,,Course,"40,636",,None,Business,Anamaria Dutceac Segesten
Gamification,,,Taught in English,,https://www.coursera.org/learn/gamification,,Skills you'll gainPsychologyGamificationMarketingGame Design,coursera,Assessments,,Course,"153,550",,None,Computer Science,Kevin Werbach
Music Business  Specialization,4.8,Beginner level,Taught in English,,https://www.coursera.org/specializations/music-business,,"What you'll learnHow to navigate the music business as an independent artist, including how to network, leverage social media, and launch a crowdfunding campaignDiscuss how the music business functions, including the various roles within the business, contract agreements, and how artists make moneyDiscuss the exclusive rights granted by copyright law and explain how to leverage those rights as a creator Leverage skills used in musicianship to become a more effective entrepreneur",coursera,,1 months at 10 hours a week,Course,"16,741","(1,429 reviews)",None,Business,"John P. Kellogg, Esq."
Bioinformatics Specialization,4.4,Beginner level,Taught in English,,https://www.coursera.org/specializations/bioinformatics,,Skills you'll gainBioinformaticsSuffix TreeUnweighted Pair Group Method with Arithmetic Mean (UPGMA)Viterbi AlgorithmAlgorithmsPython ProgrammingWhole Genome Sequencing,coursera,,3 months at 10 hours a week,Course,"62,277","(1,015 reviews)",None,Health,Pavel  Pevzner
AI Strategy and Governance,4.8,Beginner level,Taught in English,,https://www.coursera.org/learn/wharton-ai-strategy-governance,,Details to knowShareable certificateAdd to your LinkedIn profileAssessments4 quizzes,coursera,Assessments,9 hours (approximately),Course,"8,190",(101 reviews),None,Data Science,Kartik Hosanagar
Sports Marketing,,,Taught in English,,https://www.coursera.org/learn/sports-marketing,,Details to knowShareable certificateAdd to your LinkedIn profileAssessments6 quizzes,coursera,Assessments,,Course,"42,304",,None,Business,Candy Lee
Introduction to Clinical Data,4.7,Beginner level,Taught in English,,https://www.coursera.org/learn/introduction-clinical-data,,What you'll learnHow to apply a framework for medical data miningEthical use of data in healthcare decisionsHow to make use of data that may be inaccurate in systematic waysWhat makes a good research question and how to construct a data mining workflow answer it,coursera,Assessments,11 hours (approximately),Course,"18,138",(276 reviews),None,Data Science,Nigam Shah
Interaction Design Specialization,4.5,Intermediate level,Taught in English,,https://www.coursera.org/specializations/interaction-design,,Skills you'll gainStoryboardingHeuristic EvaluationR ProgrammingA/B Testing,coursera,,3 months at 10 hours a week,Course,"62,465","(3,104 reviews)",None,Computer Science,Scott  Klemmer
Finding Your Professional Voice: Confidence & Impact,,,Taught in English,,https://www.coursera.org/learn/finding-your-professional-voice,,What you'll learnLearners will use the embodied voice to engage and connect with an audience is a vital element in dynamic verbal exchange.,coursera,Assessments,,Course,"62,807",,None,Arts and Humanities,Emmy Broomfield
Overcoming Dyslexia,,,Taught in English,,https://www.coursera.org/learn/dyslexia,,"What you'll learnUnderstand the latest progress being made in dyslexia researchAcquire practical skills, interventions, and strategies to enable anyone dyslexia to overcome their difficulties and thrive in life and in schoolLearn the three relevant federal statutes affecting interventions and accommodations for dyslexic students: IDEA, ADAAA, and section 504",coursera,Assessments,,Course,"41,809",,None,Health,Sally E Shaywitz M.D.
Cancer Biology Specialization,4.9,Beginner level,Taught in English,,https://www.coursera.org/specializations/cancer-biology,,What you'll learnAn introduction to the biology of cancerThe biology behind the steps in cancer metastasisHow to define risk factors for prostate cancerThe stages and treatment for prostate cancer,coursera,,1 months at 10 hours a week,Course,"22,083","(1,646 reviews)",None,Health,Sarah Amend
Programming in C++: A Hands-on Introduction Specialization,4.6,Beginner level,Taught in English,,https://www.coursera.org/specializations/hands-on-cpp,,"What you'll learnAutomate everyday, repetitive tasks using C++ programsCreate engaging, graphical based programsDevelop a firm foundation of Computer Science concepts you can bring to any language you learn",coursera,,1 months at 10 hours a week,Course,"28,136",(920 reviews),None,Computer Science,Elise Deitrick
The Path to Insights: Data Models and Pipelines,4.7,Advanced level,Taught in English,,https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,,What you'll learnBuild data models that answer business questions Apply the ETL process to workplace scenariosExplore ETL toolsConstruct a pipeline to deliver necessary data,coursera,Assessments,23 hours (approximately),Course,"27,053",(345 reviews),None,Data Science,Google Career Certificates
Become an EMT Specialization,4.8,Beginner level,Taught in English,,https://www.coursera.org/specializations/become-an-emt,,What you'll learn,coursera,,2 months at 10 hours a week,Course,"37,326","(1,549 reviews)",None,Health,"Whitney Barrett, MD"
.NET FullStack Developer Specialization,4.1,Intermediate level,Taught in English,,https://www.coursera.org/specializations/dot-net-fullstack,,"What you'll learnMaster .NET full stack web dev: from .NET core basics to advanced web application creation using .NET technologies.  Dive into React frontend development: from foundational HTML & CSS to dynamic UI design using JavaScript and React's core concepts. Explore backend with ASP.NET: Understand ASP.NET Core architecture, MVC patterns, and build RESTful web APIs with integrated front-end applications. Acquire robust full-stack skills: Ensuring proficiency in creating scalable, high-quality web applications tailored to modern business needs.",coursera,,3 months at 5 hours a week,Course,"5,247",(93 reviews),None,Computer Science,Board Infinity
Introduction to Finance: The Basics,,,Taught in English,,https://www.coursera.org/learn/introduction-to-finance-the-basics,,What you'll learnBuild a financial knowledge base by understanding essential topics in modern finance. Develop an understanding of the issues managers must consider when making financial decisions.Be ready to conduct analysis using information from financial statements.Understand and apply the time value of money in order to value financial and real asset investments and to make investment decisions.,coursera,Assessments,,Course,"46,113",,None,Business,Xi Yang
MLOps | Machine Learning Operations Specialization,3.9,Advanced level,Taught in English,,https://www.coursera.org/specializations/mlops-machine-learning-duke,,"What you'll learnMaster Python fundamentals, MLOps principles, and data management to build and deploy ML models in production environments.Utilize Amazon Sagemaker / AWS, Azure, MLflow, and Hugging Face for end-to-end ML solutions, pipeline creation, and API development.Fine-tune and deploy Large Language Models (LLMs) and containerized models using the ONNX format with Hugging Face.Design a full MLOps pipeline with MLflow, managing projects, models, and tracking system features.",coursera,,6 months at 5 hours a week,Course,"7,748",(111 reviews),None,Data Science,Noah Gift
Product Management Certification Specialization,,3 months at 5 hours a week,Taught in English,,https://www.coursera.org/specializations/product-management-certification,,"What you'll learnApply key product management skills, tools, and techniques to engage and manage key stakeholders and clientsIdentify product strategy development and implementation methods and best practices to ensure the right product is producedDescribe product development and analysis best practices to effectively manage change and ensure a successful product launchTest what you have learned in a series of practical exercises allowing you to demonstrate real-word product management",coursera,Recently updated!,Flexible schedule,Course,,Recommended experience,None,Business,Daniel C. Yeomans
Hands-on Introduction to Linux Commands and Shell Scripting,4.7,Beginner level,Taught in English,,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,,"What you'll learnDescribe the Linux architecture and common Linux distributions and update and install software on a Linux system. Perform common informational, file, content, navigational, compression, and networking commands in Bash shell. Develop shell scripts using Linux commands, environment variables, pipes, and filters.Schedule cron jobs in Linux with crontab and explain the cron syntax.",coursera,Assessments,14 hours (approximately),Course,"83,503","(1,051 reviews)",None,Computer Science,Rav Ahuja
Exploratory Data Analysis for Machine Learning,4.6,Intermediate level,Taught in English,,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,,Skills you'll gainArtificial Intelligence (AI)Machine LearningFeature EngineeringStatistical Hypothesis TestingExploratory Data Analysis,coursera,Assessments,14 hours (approximately),Course,"86,046","(1,573 reviews)",None,Data Science,Joseph Santarcangelo
Foundations of Data Structures and Algorithms Specialization,4.7,Advanced level,Taught in English,,https://www.coursera.org/specializations/boulder-data-structures-algorithms,,"What you'll learnOrganize, store and process data efficiently using sophisticated data structures and algorithmsDesign algorithms and analyze their complexity in terms of running time and space usageCreate applications that are supported by highly efficient algorithms and data structures for the task at hand",coursera,,6 months at 10 hours a week,Course,"6,436",(289 reviews),None,Computer Science,Sriram Sankaranarayanan
Power Electronics Specialization,4.8,Intermediate level,Taught in English,,https://www.coursera.org/specializations/power-electronics,,Skills you'll gainUnderstand the fundamentals of magnetic components including inductors and transformersDesign and optimize inductors and transformers for switched-mode power convertersAnalyze and model losses in magnetic componentsView all skills,coursera,,2 months at 10 hours a week,Course,"43,897","(3,059 reviews)",None,Browse,Dr. Robert Erickson
Artificial Intelligence: an Overview Specialization,4.5,Beginner level,Taught in English,,https://www.coursera.org/specializations/artificial-intelligence-overview,,Skills you'll gainArtificial Intelligence (AI)Ethical issues of artificial intelligenceMachine LearningLegal issues of artificial intelligence,coursera,,1 months at 10 hours a week,Course,"3,800",(115 reviews),None,Computer Science,Marcello Restelli
Customer Experiences with Contact Center AI - Dialogflow CX Specialization,4.3,Beginner level,Taught in English,,https://www.coursera.org/specializations/customer-experiences-with-contact-center-ai-dialogflow-cx,,"What you'll learnExplain how Dialogflow can be used in Contact Center applications.Implement a virtual agent using Dialogflow CX, including reading and writing from Firestore using Cloud Functions and using tools for troubleshooting.Manage virtual agent environments and identify key aspects such as security and compliance in the context of contact centers.Analyze audio recordings using the Speech Analytics Framework (SAF) and recognize use cases where Agent Assist adds value.",coursera,,1 months at 10 hours a week,Course,"26,425",(138 reviews),None,Information Technology,Google Cloud Training
Equine Welfare and Management,,,Taught in English,,https://www.coursera.org/learn/equine,,Details to knowShareable certificateAdd to your LinkedIn profileAssessments6 quizzes,coursera,Assessments,,Course,"22,480",,None,Health,"Claudia Sonder, DVM"
Build Basic Generative Adversarial Networks (GANs),4.7,Intermediate level,Taught in English,,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,,Skills you'll gainComponents of GANsWGANsDCGANsControllable GenerationConditional Generation,coursera,,30 hours (approximately),Course,"62,339","(1,857 reviews)",None,Data Science,Sharon Zhou
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,4.6,Beginner level,Taught in English,,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,,"What you'll learnYou will learn about the types of solutions AI makes possible, and the services on Microsoft Azure that you can use to create them.",coursera,,1 months at 10 hours a week,Course,"14,246",(432 reviews),None,Data Science,Microsoft
Digital Product Management: Modern Fundamentals,4.7,Beginner level,Taught in English,,https://www.coursera.org/learn/uva-darden-digital-product-management,,What you'll learnHow to create the actionable focus to successfully manage your product  How to focus your work using modern product management methods  How to manage new products and explore new product ideas How to manage and amplify existing products,coursera,Assessments,11 hours (approximately),Course,"185,478","(5,082 reviews)",None,Business,Alex Cowan
Business Statistics and Analysis Specialization,4.7,Beginner level,Taught in English,,https://www.coursera.org/specializations/business-statistics-analysis,,Skills you'll gainMicrosoft ExcelLinear RegressionStatistical Hypothesis Testing,coursera,,3 months at 10 hours a week,Course,"87,817","(7,306 reviews)",None,Data Science,Sharad Borle
Fundamentals of Engineering Exam Review,,,Taught in English,,https://www.coursera.org/learn/fe-exam,,Details to knowShareable certificateAdd to your LinkedIn profileAssessments7 quizzes,coursera,Assessments,,Course,"86,991",,None,Browse,Dr. Philip Roberts
Vital Signs: Understanding What the Body Is Telling Us,,,Taught in English,,https://www.coursera.org/learn/vital-signs,,Skills you'll gainDolor AssessmentMetabolic PathwaysVital SignsPain Management,coursera,Assessments,,Course,"363,489",,None,Health,"Connie B. Scanga, PhD"
Introduction to Mathematical Thinking,,,Taught in English,,https://www.coursera.org/learn/mathematical-thinking,,Skills you'll gainNumber TheoryReal AnalysisMathematical LogicLanguage,coursera,Assessments,,Course,"476,122",,None,Math and Logic,Dr. Keith Devlin
Tally Bookkeeper Professional Certificate,4.6,Beginner level,Taught in English,,https://www.coursera.org/professional-certificates/tally-bookkeeper,,What you'll learnExplain and apply the fundamentals of accountingUse TallyPrime as an integrated business management softwareManage accounts receivable and accounts payableExplain and apply statutory and taxation concepts,coursera,,4 months at 10 hours a week,Course,"9,294",(103 reviews),None,Business,Tally Education and Distribution Services Private Limited
GPT Vision: Seeing the World through Generative AI,,,Taught in English,,https://www.coursera.org/learn/gpt-vision,,"What you'll learnTake a picture of notes on a marker board, receipts, or napkin sketches and watch them be turned into well-organized notes and emailed to youTake a picture of anything and turn it into: a recipe, shopping list, DIY plans, a social media post, notes, budget entries, organizational plansLearn or analyze anything, take a picture of anything and learn its history, how it was made, what has changed, how to fix it, what it is, etc.",coursera,Recently updated!,,Course,"3,219",,None,Data Science,Dr. Jules White
Corporate Strategy,,,Taught in English,,https://www.coursera.org/learn/corporatestrategy,,Details to knowShareable certificateAdd to your LinkedIn profileAssessments6 quizzes,coursera,Assessments,,Course,"84,835",,None,Business,Bart Vanneste
Integrative Health and Medicine Specialization,4.8,Beginner level,Taught in English,,https://www.coursera.org/specializations/integrative-health-and-medicine,,"What you'll learnAssess  the current and potential role for integrative therapies in health and healthcare, including your own workplace.Discuss the evidence base for use of integrative therapies, including the historical, clinical, and research data.    Assess if a therapy is appropriate, Educate patients about  benefit and risk, Administer or advise on use, and Evaluate if the therapy was useful.Partner with patients to incorporate integrative therapies for specific symptom management or enhanced health and wellbeing.",coursera,,2 months at 10 hours a week,Course,"23,904","(1,098 reviews)",None,Health,"Robin Austin, DNP, DC"
Financial Reporting Specialization,4.7,Intermediate level,Taught in English,,https://www.coursera.org/specializations/financial-reporting,,Skills you'll gainAccountingAccounting AnalysisFinancial Statement,coursera,,4 months at 10 hours a week,Course,"18,713",(577 reviews),None,Business,"Wei Li, PhD, CPA"
Investment and Portfolio Management Specialization,4.5,Beginner level,Taught in English,,https://www.coursera.org/specializations/investment-portolio-management,,Skills you'll gainPerformance AttributionBehavioral FinanceFinancial MarketsBehavioral Economics,coursera,,2 months at 10 hours a week,Course,"65,309","(2,064 reviews)",None,Business,Arzu Ozoguz
Positive Psychiatry and Mental Health,,,Taught in English,,https://www.coursera.org/learn/positive-psychiatry,,Details to knowShareable certificateAdd to your LinkedIn profileAssessments2 quizzes,coursera,Assessments,,Course,"268,707",,None,Health,Sonia Kumar
Google IT Support Professional Certificate,4.6,Beginner level,Taught in French,,https://www.coursera.org/professional-certificates/support-informatique-google,,"What you'll learnObtenez les compétences nécessaires pour réussir dans un emploi de débutant en informatiqueApprenez l’assemblage d’ordinateurs, le réseautage sans fil, l’installation de programmes et le service clientApprenez à fournir un support client de bout en bout, depuis l’identification des problèmes jusqu’au dépannage et au débogageApprenez à utiliser des systèmes tels que Linux, les systèmes de noms de domaine, l’interface de ligne de commande et à comprendre le code binaire",coursera,Industry certification,4 months at 10 hours a week,Course,"7,371",(184 reviews),None,Information Technology,Onlea support
International Women's Health and Human Rights,,,Taught in English,,https://www.coursera.org/learn/womens-health-human-rights,,Skills you'll gainHealth EducationReproductive HealthCommunity HealthSexually Transmitted Infections,coursera,Assessments,,Course,"113,146",,None,Health,Anne Firth Murray
Clinical Trials: Good Clinical Practice  Specialization,4.8,Beginner level,Taught in English,,https://www.coursera.org/specializations/clinical-trials-good-clinical-practice,,What you'll learn Explore the clinical trial process and the details of Good Clinical Practice principles.,coursera,Recently updated!,1 months at 10 hours a week,Course,,(38 reviews),None,Health,Novartis Learning
Marketing en redes sociales de Meta Professional Certificate,4.9,Beginner level,Taught in Spanish,,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook,,"What you'll learnCrear y analizar una campaña publicitaria efectiva para tu público objetivo Crear un brief creativo que incluya los recursos de tu anuncio pagoCrear, editar y solucionar problemas de anuncios en el Administrador de anuncios de FacebookEstablecer y gestionar una presencia en redes sociales",coursera,Industry certification,2 months at 10 hours a week,Course,"9,671",(765 reviews),None,Business,Anke Audenaert
PwC GST Taxation Executive  Professional Certificate,4.6,Beginner level,Taught in English,,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive,,"What you'll learnLearn the fundamentals of GST and its applicability on a transaction.Understand when, where and how much tax needs to be paid. Analyze whether input tax credit will be available.Learn to obtain GST registration, and prepare, and file returns on the government portal. Undertake reconciliations for filing of returns.Learn to generate E-invoices and E-waybill. Maintain accounts and records to be ready for assessments and audits.",coursera,,3 months at 10 hours a week,Course,"4,412",(60 reviews),None,Business,Tax Academy
Behavioral Finance,,,Taught in English,,https://www.coursera.org/learn/duke-behavioral-finance,,Skills you'll gainDecision-MakingBehavioral FinanceFinanceCognitive BiasBehavioral Economics,coursera,Assessments,,Course,"149,392",,None,Business,Emma Rasiel
Google Cloud Fundamentals: Core Infrastructure,4.7,Beginner level,Taught in English,,https://www.coursera.org/learn/gcp-fundamentals,,What you'll learnIdentify the purpose and value of Google Cloud products and services.Define how infrastructure is organized and controlled in Google CloudExplain how to create a basic infrastructure in Google CloudSelect and use Google Cloud storage options,coursera,Assessments,5 hours (approximately),Course,"722,436","(47,629 reviews)",None,Information Technology,Google Cloud Training
Futures Thinking Specialization,4.8,Beginner level,Taught in English,,https://www.coursera.org/specializations/futures-thinking,,"What you'll learnBuild your future forecasting skills.Learn how to use Institute for the Future’s most powerful foresight tools, designed to help you spot new opportunities for innovation and invention.Gain insight into the most important new technologies, global events and big ideas that are already shaping the future.Think more creatively and optimistically about what’s possible in the future.",coursera,,2 months at 10 hours a week,Course,"24,423","(1,391 reviews)",None,Business,Jane McGonigal
SAP Professional Fundamentals,4.7,Beginner level,Taught in English,,https://www.coursera.org/learn/sap-professional-fundamentals,,Skills you'll gainBusiness TransformationPlanning and Project ManagementSystems and Design ThinkingClient Research and AnalysisCommunication and Engagement,coursera,Assessments,14 hours (approximately),Course,"54,782",(463 reviews),None,Business,Martin Gollogly
Supply Chain Principles,,,Taught in English,,https://www.coursera.org/learn/supply-chain-principles,,Skills you'll gainProcurementSupply ChainTransporting,coursera,Assessments,,Course,"89,672",,None,Business,Timothy M Brown
Construction Project Management,4.8,Beginner level,Taught in English,,https://www.coursera.org/learn/construction-project-management,,"What you'll learnThe fundamentals of construction management from construction industry, the role of project manager, contract types, and project delivery methods How to delivery lean project and maintina sustainability Explore technology trends and project planning",coursera,Assessments,29 hours (approximately),Course,"131,065","(6,430 reviews)",None,Business,"Ibrahim Odeh, Ph.D., MBA"
Convolutional Neural Networks in TensorFlow,4.7,Intermediate level,Taught in English,,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,,"What you'll learnHandle real-world image dataPlot loss and accuracyExplore strategies to prevent overfitting, including augmentation and dropoutLearn transfer learning and how learned features can be extracted from models",coursera,Assessments,16 hours (approximately),Course,"143,352","(8,005 reviews)",None,Data Science,Laurence Moroney
Introduction to Project Management,4.8,Beginner level,Taught in English,,https://www.coursera.org/learn/introduction-to-project-management,,"What you'll learnExplain project management, its benefits, and the role it plays in projectsDescribe who project managers work with, different project management methodologies, and recent trends in project managementSummarize the typical responsibilities of a project manager and the skill sets needed to fulfill those responsibilities Compare and contrast different industries, paths, and possible career progressions available to project management professionals",coursera,Assessments,9 hours (approximately),Course,"36,021",(553 reviews),None,Business,Rav Ahuja
Statistics with Python Specialization,4.6,Beginner level,Taught in English,,https://www.coursera.org/specializations/statistics-with-python,,"What you'll learnCreate and interpret data visualizations using the Python programming language and associated packages & librariesApply and interpret inferential procedures when analyzing real dataApply statistical modeling techniques to data (ie. linear and logistic regression, linear models, multilevel models, Bayesian inference techniques)Understand importance of connecting research questions to data analysis methods.",coursera,,1 months at 10 hours a week,Course,"80,362","(2,770 reviews)",None,Data Science,Brenda Gunderson
Transforming the Fashion Business Specialization,4.7,Intermediate level,Taught in English,,https://www.coursera.org/specializations/transforming-fashion-business,,"What you'll learnHow to develop a fashion business model that incorporates sustainability, experiential methods, collaborations, and serves underrepresented groups.",coursera,,1 months at 10 hours a week,Course,"12,500",(397 reviews),None,Business,Keanan Duffty
Google Data Analytics (DE) Professional Certificate,4.5,Beginner level,Taught in German,,https://www.coursera.org/professional-certificates/google-data-analytics-de,,"What you'll learnErhalten Sie Einblick in die Praktiken und Prozesse, die in Junior- oder Associate-Positionen in der Datenanalyse im Arbeitsalltag verwendet werden. Erlernen Sie analytische Skills (Datenbereinigung, -analyse, -visualisierung) und Tools (Tabellenkalkulationen, SQL, R-Programmierung, Tableau).Erfahren Sie, wie Sie Daten für die Analyse bereinigen und organisieren sowie Analysen und Berechnungen durchführen.Lernen Sie, wie Sie Datenergebnisse in Dashboards, Präsentationen und häufig verwendeten Visualisierungsplattformen visualisieren und präsentieren.",coursera,,6 months at 10 hours a week,Course,,(31 reviews),None,Data Science,Google Career Certificates
Introduction to Philosophy,,,Taught in English,,https://www.coursera.org/learn/philosophy,,Details to knowShareable certificateAdd to your LinkedIn profileAssessments18 quizzes,coursera,Assessments,,Course,"657,430",,None,Arts and Humanities,Dr.  Dave Ward
Fundamentos de la gestión de proyectos,4.9,Beginner level,Taught in Spanish,,https://www.coursera.org/learn/fundamentos-de-la-gestion-de-proyectos,,"What you'll learnDescribir las destrezas, funciones y responsabilidades de la gestión de proyectos en una variedad de sectores.Explicar el ciclo de vida de la gestión de proyectos y comparar las diferentes metodologías de gestión de programasDefinir la estructura y la cultura de la organización y explicar cómo repercute en la gestión de proyectos.",coursera,Assessments,15 hours (approximately),Course,"86,720","(5,566 reviews)",None,Business,Google Career Certificates
Addiction Treatment: Clinical Skills for Healthcare Providers,,,Taught in English,,https://www.coursera.org/learn/addiction-treatment,,Skills you'll gainSubstance Use DisorderSubstance Use Disorder ScreeningSubstance Use Disorder TreatmentSubstance Use Disorder DiagnosisSubstance Use Disorder Prevention,coursera,Assessments,,Course,"58,473",,None,Health,Jeanette M. Tetrault
Introduction to DevOps,4.8,Beginner level,Taught in English,,https://www.coursera.org/learn/intro-to-devops,,"What you'll learnThe essential characteristics of DevOps including building a culture of shared responsibility, transparency, and embracing failure. The importance of Continuous Integration and Continuous Delivery, Infrastructure as Code, Test Driven Development, Behavior Driven Development.Essential DevOps concepts: software engineering practices, cloud native microservices, automated continuous deployments, and building resilient code.The organizational impact of DevOps, including breaking down silos, working in cross functional teams, and sharing responsibilities.",coursera,Assessments,9 hours (approximately),Course,"104,290","(2,347 reviews)",None,Computer Science,John Rofrano
Fundamentals of GIS,4.8,Beginner level,Taught in English,,https://www.coursera.org/learn/gis,,What you'll learnDefine core geospatial conceptsPractice with subset data using selections and feature attributesCreate map books using advanced mapping techniquesCreate layer and map packages,coursera,Assessments,26 hours (approximately),Course,"161,839","(5,490 reviews)",None,Browse,Nick Santos
Learning How to Learn: Powerful mental tools to help you master tough subjects,,,Taught in English,,https://www.coursera.org/learn/learning-how-to-learn,,Skills you'll gainTest PreparationLearning To LearnPomodoro TechniqueMeta Learning,coursera,Assessments,,Course,"3,720,735",,None,Personal Development,Dr. Terrence Sejnowski
Dynamic Public Speaking Specialization,4.8,Beginner level,Taught in English,,https://www.coursera.org/specializations/public-speaking,,"What you'll learnSubstantial increase your confidence and presence as a dynamic speaker.   Develop delivery techniques for voice, movement, and gesture that engage audiences. Prepare effective speeches for various purposes (informative, persuasive, praise), occasions (workplace, special events, etc.), and audiences.    Master speechwriting techniques for storytelling, argument, style, topic framing, and discussing evidence.",coursera,,2 months at 10 hours a week,Course,"74,515","(1,194 reviews)",None,Personal Development,Dr. Matt McGarrity
CompTIA a+ Cyber,,,Taught in English,,https://www.coursera.org/learn/comptia-aplus-cyber,,What you'll learnTake the first step on your cybersecurity career path with this course to learn to keep Window PCs and home networks safe with simple security steps. Get to know how to use tools and methods to safeguard large and small company networks.  Discover how to handle Linux systems and write scripts to automate tasks and save time.Gain the essentials to progress to CompTIA Security+ certification training. Note: This course doesn't include CompTIA Security+ certification prep.,coursera,Recently updated!,,Course,"1,520",,None,Information Technology,CompTIA Fast Track to Tech
Cryptography I,,,Taught in English,,https://www.coursera.org/learn/crypto,,Skills you'll gainCryptographyCryptographic AttacksSymmetric-Key AlgorithmPublic-Key Cryptography,coursera,Assessments,,Course,"449,120",,None,Computer Science,Dan Boneh
Java FullStack Developer Specialization,4.3,Intermediate level,Taught in English,,https://www.coursera.org/specializations/java-fullstack,,"What you'll learnMaster Java fundamentals, object-oriented programming, data structures, and algorithms to write effective, efficient code. Leverage Angular for front-end web development. Acquire skills to design, develop, and deploy complex, dynamic, and responsive web applications.Delve into building robust and scalable backend systems using Spring and Spring Boot. Learn how to develop RESTful web services.Benefit from hands-on learning, applying skills to real-world scenarios to create, integrate, and deploy cloud-ready applications.",coursera,,3 months at 5 hours a week,Course,"7,443",(114 reviews),None,Computer Science,Board Infinity
Marketing Mix Implementation Specialization,4.6,Beginner level,Taught in English,,https://www.coursera.org/specializations/marketing-mix,,Skills you'll gainPricingCommunicationProduct ManagementMarketing,coursera,,2 months at 10 hours a week,Course,"56,929","(3,488 reviews)",None,Business,Ramon Diaz-Bernardo
